,tick,lat,lng,trip_no,mercato_x,mercato_y
302,1561947461.0,50.95796,7.00678,4,779991.1817004934,6613860.699801876
303,1561947468.0,50.95785,7.00678,4,779991.1817004934,6613841.2597077275
304,1561947475.0,50.95776,7.00673,4,779985.6157259537,6613825.354210381
305,1561947482.0,50.95767,7.00669,4,779981.162946322,6613809.448743841
306,1561947489.0,50.95761,7.00669,4,779981.162946322,6613798.845116594
307,1561947496.0,50.95757,7.00671,4,779983.3893361379,6613791.77603937
308,1561947503.0,50.95714,7.00721,4,780039.0490815345,6613715.783843531
309,1561947510.0,50.95708,7.0074,4,780060.1997847852,6613705.180337226
310,1561947517.0,50.95708,7.00746,4,780066.8789542328,6613705.180337226
311,1561947524.0,50.9565,7.00875,4,780210.4810973561,6613602.680482145
312,1561947531.0,50.95578,7.01038,4,780391.9318673491,6613475.441062536
313,1561947538.0,50.95554,7.01089,4,780448.7048076538,6613433.028360759
314,1561947545.0,50.95537,7.01131,4,780495.458993787,6613402.986162858
315,1561947552.0,50.95527,7.01156,4,780523.2888664852,6613385.314333082
316,1561947559.0,50.95508,7.01194,4,780565.5902729867,6613351.737961263
317,1561947566.0,50.95502,7.01213,4,780586.7409762375,6613341.1349249985
318,1561947573.0,50.955,7.01222,4,780596.7597304088,6613337.600582622
319,1561947580.0,50.95498,7.01235,4,780611.2312642118,6613334.066241764
320,1561947587.0,50.95489,7.01233,4,780609.0048743961,6613318.161726727
321,1561947594.0,50.95481,7.01231,4,780606.7784845802,6613304.024405882
322,1561947601.0,50.95468,7.01229,4,780604.5520947643,6613281.051311423
323,1561947608.0,50.95454,7.01231,4,780606.7784845802,6613256.311127714
324,1561947615.0,50.95446,7.01236,4,780612.3444591198,6613242.173913346
325,1561947622.0,50.9544,7.01248,4,780625.7027980151,6613231.571018538
326,1561947629.0,50.95439,7.01261,4,780640.1743318181,6613229.803870734
327,1561947636.0,50.95432,7.01368,4,780759.2861869669,6613217.433846761
328,1561947643.0,50.95432,7.01375,4,780767.0785513226,6613217.433846761
329,1561947650.0,50.95422,7.01374,4,780765.9653564147,6613199.762416255
330,1561947657.0,50.95401,7.01373,4,780764.8521615067,6613162.652535967
331,1561947664.0,50.95357,7.01368,4,780759.2861869669,6613084.899044834
332,1561947671.0,50.95334,7.01369,4,780760.399381875,6613044.255467444
333,1561947678.0,50.95323,7.01372,4,780763.7389665988,6613024.817305877
334,1561947685.0,50.9531,7.01379,4,780771.5313309543,6613001.84499244
335,1561947120.0,50.9227,6.96167,5,774969.5594708088,6607631.62129505
336,1561947133.0,50.92329,6.96161,5,774962.8803013613,6607735.8126327135
337,1561947146.0,50.92329,6.96156,5,774957.3143268216,6607735.8126327135
338,1561947159.0,50.92351,6.96044,5,774832.6364971332,6607774.663978184
339,1561947172.0,50.92343,6.96035,5,774822.6177429617,6607760.53619494
340,1561947185.0,50.92338,6.96027,5,774813.7121836982,6607751.706342745
341,1561947198.0,50.92325,6.95954,5,774732.4489554191,6607728.748771463
342,1561947211.0,50.92314,6.959,5,774672.3364303907,6607709.323184318
343,1561947224.0,50.92329,6.95891,5,774662.3176762194,6607735.8126327135
344,1561947237.0,50.92359,6.95882,5,774652.2989220481,6607788.791785718
345,1561947250.0,50.92451,6.95862,5,774630.0350238894,6607951.263318533
346,1561947263.0,50.9257,6.95829,5,774593.2995919276,6608161.421480011
347,1561947276.0,50.92651,6.95806,5,774567.6961090451,6608304.473387604
348,1561947289.0,50.92645,6.95794,5,774554.3377701499,6608293.876864582
349,1561947302.0,50.92645,6.95782,5,774540.9794312547,6608293.876864582
350,1561947315.0,50.92655,6.95494,5,774220.37929777,6608311.537743873
351,1561947328.0,50.92657,6.95485,5,774210.3605435988,6608315.069924291
352,1561947341.0,50.92667,6.95469,5,774192.5494250718,6608332.730849139
353,1561947354.0,50.92774,6.95316,5,774022.230604158,6608521.705121503
354,1561947367.0,50.92806,6.9524,5,773937.6277911551,6608578.221636129
355,1561947380.0,50.92813,6.95225,5,773920.9298675363,6608590.584675528
356,1561947393.0,50.92857,6.95097,5,773778.4409193208,6608668.295634915
357,1561947406.0,50.92881,6.95022,5,773694.9513012258,6608710.683740773
358,1561947419.0,50.9288,6.95018,5,773690.4985215941,6608708.917565325
359,1561947432.0,50.92877,6.95015,5,773687.1589368703,6608703.619041273
360,1561947445.0,50.92896,6.94974,5,773641.5179456451,6608737.1764179915
361,1561947458.0,50.92945,6.95042,5,773717.2151993846,6608823.7197589595
362,1561947471.0,50.9299,6.95106,5,773788.4596734922,6608903.199140491
363,1561947484.0,50.92963,6.95152,5,773839.6666392571,6608855.511419302
364,1561947420.0,50.98433,6.94733,6,773373.2379728333,6618522.349105438
365,1561947432.0,50.98406,6.94752,6,773394.388676084,6618474.605493377
366,1561947444.0,50.98404,6.94747,6,773388.8227015444,6618471.068940566
367,1561947456.0,50.98402,6.94741,6,773382.1435320968,6618467.5323892785
368,1561947468.0,50.98394,6.94747,6,773388.8227015444,6618453.386199365
369,1561947480.0,50.98375,6.94758,6,773401.0678455316,6618419.789096029
370,1561947492.0,50.98356,6.94765,6,773408.8602098871,6618386.192130192
371,1561947504.0,50.98322,6.94769,6,773413.3129895187,6618326.07158714
372,1561947516.0,50.98178,6.94783,6,773428.8977182299,6618071.448286088
373,1561947528.0,50.98151,6.94788,6,773434.4636927695,6618023.707296353
374,1561947540.0,50.98123,6.94789,6,773435.5768876775,6617974.198415067
375,1561947552.0,50.98065,6.94803,6,773451.1616163886,6617871.645253631
376,1561947564.0,50.98018,6.94816,6,773465.6331501916,6617788.542769395
377,1561947576.0,50.97857,6.94861,6,773515.7269210487,6617503.878933699
378,1561947588.0,50.97736,6.94914,6,773574.7262511691,6617289.945528883
379,1561947600.0,50.97619,6.94967,6,773633.7255812895,6617083.0896039875
380,1561947612.0,50.97592,6.94984,6,773652.6498947244,6617035.35436147
381,1561947624.0,50.97583,6.94994,6,773663.7818438037,6617019.44267564
382,1561947636.0,50.97521,6.9502,6,773692.7249114099,6616909.829677886
383,1561947648.0,50.97484,6.95038,6,773712.7624197528,6616844.416166818
384,1561947660.0,50.97438,6.95054,6,773730.5735382797,6616763.091987923
385,1561947672.0,50.97403,6.95069,6,773747.2714618986,6616701.215434911
386,1561947684.0,50.97315,6.95106,6,773788.4596734922,6616545.642161859
387,1561947696.0,50.97268,6.95125,6,773809.6103767429,6616462.553098685
388,1561947708.0,50.97239,6.95139,6,773825.195105454,6616411.285798335
389,1561947480.0,50.95083,6.95846,7,774612.2239053623,6612600.723414703
390,1561947488.0,50.95084,6.9576,7,774516.4891432802,6612602.490427149
391,1561947496.0,50.95094,6.95757,7,774513.1495585564,6612620.160572522
392,1561947504.0,50.95093,6.95744,7,774498.6780247533,6612618.393556276
393,1561947512.0,50.951,6.95723,7,774475.3009316867,6612630.762678
394,1561947520.0,50.95113,6.95703,7,774453.037033528,6612653.733953482
395,1561947528.0,50.95125,6.95705,7,774455.2634233439,6612674.9382647965
396,1561947536.0,50.95186,6.95712,7,774463.0557876994,6612782.727693821
397,1561947544.0,50.95289,6.95726,7,774478.6405164105,6612964.736006467
398,1561947552.0,50.95383,6.95735,7,774488.6592705819,6613130.844200621
399,1561947560.0,50.95394,6.95735,7,774488.6592705819,6613150.282613136
400,1561947568.0,50.95412,6.9573,7,774483.0932960422,6613182.091023775
401,1561947576.0,50.95521,6.9568,7,774427.4335506456,6613374.711253466
402,1561947584.0,50.95551,6.95752,7,774507.5835840168,6613427.726788436
403,1561947592.0,50.9556,6.95762,7,774518.7155330961,6613443.631515666
404,1561947600.0,50.95568,6.95765,7,774522.0551178199,6613457.769076843
405,1561947608.0,50.95616,6.95762,7,774518.7155330961,6613542.594954994
406,1561947616.0,50.95674,6.95766,7,774523.1683127277,6613645.094060118
407,1561947624.0,50.9573,6.95772,7,774529.8474821754,6613744.059927276
408,1561947632.0,50.95766,6.95779,7,774537.639846531,6613807.681471679
409,1561947640.0,50.95783,6.95783,7,774542.0926261627,6613837.725150098
410,1561947648.0,50.9582,6.95786,7,774545.4322108864,6613903.114712481
411,1561947656.0,50.95994,6.95806,7,774567.6961090451,6614210.629366275
412,1561947664.0,50.95991,6.95858,7,774625.5822442576,6614205.327291924
413,1561947672.0,50.95988,6.95958,7,774736.9017350508,6614200.025220991
414,1561947680.0,50.95988,6.96014,7,774799.240649895,6614200.025220991
415,1561947688.0,50.95989,6.96024,7,774810.3725989744,6614201.79257759
416,1561947696.0,50.95986,6.96033,7,774820.3913531458,6614196.49050894
417,1561947704.0,50.95967,6.96073,7,774864.9191494631,6614162.910820344
418,1561947712.0,50.95963,6.96081,7,774873.8247087266,6614155.841429714
419,1561947720.0,50.95961,6.96083,7,774876.0510985424,6614152.306736682
420,1561947728.0,50.95961,6.96115,7,774911.6733355963,6614152.306736682
421,1561947736.0,50.9596,6.96145,7,774945.0691828342,6614150.539390737
422,1561947744.0,50.95992,6.96148,7,774948.408767558,6614207.094649659
423,1561947752.0,50.9607,6.96153,7,774953.9747420978,6614344.949725105
424,1561947760.0,50.96111,6.96155,7,774956.2011319136,6614417.41293631
425,1561947768.0,50.96175,6.96149,7,774949.5219624661,6614530.52751976
426,1561947776.0,50.96188,6.96149,7,774949.5219624661,6614553.504109915
427,1561947784.0,50.96227,6.96153,7,774953.9747420978,6614622.434266139
428,1561947792.0,50.96234,6.96164,7,774966.219886085,6614634.806406708
429,1561947800.0,50.96235,6.96171,7,774974.0122504405,6614636.573856886
430,1561947808.0,50.96268,6.96215,7,775022.9928263896,6614694.899926063
431,1561947816.0,50.96271,6.96218,7,775026.3324111134,6614700.202316535
432,1561947824.0,50.9628,6.96245,7,775056.3886736275,6614716.109508485
433,1561947832.0,50.96287,6.96285,7,775100.916469945,6614728.481790194
434,1561947840.0,50.96288,6.96333,7,775154.3498255257,6614730.24926053
435,1561947848.0,50.96291,6.96345,7,775167.7081644209,6614735.551673824
436,1561947856.0,50.96298,6.96358,7,775182.1796982241,6614747.923984832
437,1561947864.0,50.96297,6.96379,7,775205.5567912905,6614746.1565106865
438,1561947872.0,50.96294,6.96403,7,775232.273469081,6614740.854090546
439,1561947880.0,50.96295,6.96428,7,775260.1033417792,6614742.6215635445
440,1561947888.0,50.96297,6.96439,7,775272.3484857664,6614746.1565106865
441,1561947896.0,50.96328,6.96483,7,775321.3290617155,6614800.948385993
442,1561947904.0,50.96345,6.96514,7,775355.8381038615,6614830.995698637
443,1561947912.0,50.96355,6.96536,7,775380.328391836,6614848.670639794
444,1561947920.0,50.9638,6.96521,7,775363.6304682171,6614892.858159127
445,1561947928.0,50.96403,6.96508,7,775349.1589344139,6614933.510886926
446,1561947936.0,50.96437,6.96502,7,775342.4797649663,6614993.606592347
447,1561947944.0,50.96523,6.96488,7,775326.8950362552,6615145.61533989
448,1561947952.0,50.96546,6.96482,7,775320.2158668076,6615186.26931908
449,1561947960.0,50.9656,6.96469,7,775305.7443330046,6615211.015318002
450,1561947968.0,50.96573,6.96459,7,775294.6123839252,6615233.993812352
451,1561947976.0,50.96579,6.96459,7,775294.6123839252,6615244.599292974
452,1561947984.0,50.96596,6.96463,7,775299.0651635568,6615274.648229113
453,1561947992.0,50.96672,6.96479,7,775316.8762820838,6615408.985994241
454,1561948000.0,50.96675,6.96478,7,775315.7630871759,6615414.288845853
455,1561948008.0,50.96685,6.96473,7,775310.1971126363,6615431.965042616
456,1561948016.0,50.96688,6.96472,7,775309.0839177283,6615437.2679090705
457,1561948024.0,50.96936,6.96493,7,775332.4610107949,6615875.650046309
458,1561948032.0,50.96954,6.96497,7,775336.9137904266,6615907.469015727
459,1561948040.0,50.97006,6.96502,7,775342.4797649663,6615999.391175598
460,1561948048.0,50.97014,6.96503,7,775343.5929598742,6616013.533137692
461,1561948056.0,50.97021,6.96508,7,775349.1589344139,6616025.907374503
462,1561948064.0,50.97033,6.96519,7,775361.4040784012,6616047.12039528
463,1561948072.0,50.97038,6.96521,7,775363.6304682171,6616055.959170118
464,1561948080.0,50.97049,6.96542,7,775387.0075612835,6616075.4045082405
465,1561948088.0,50.97073,6.96521,7,775363.6304682171,6616117.8308603745
466,1561948096.0,50.97083,6.9652,7,775362.5172733092,6616135.508571802
467,1561948104.0,50.97114,6.9652,7,775362.5172733092,6616190.309719101
468,1561948112.0,50.97171,6.96526,7,775369.1964427567,6616291.074073567
469,1561948120.0,50.97179,6.96436,7,775269.0089010427,6616305.216538066
470,1561947600.0,50.97458,6.96283,8,775098.6900801291,6616798.450227594
471,1561947610.0,50.97425,6.96282,8,775097.5768852211,6616740.109213795
472,1561947620.0,50.97424,6.9622,8,775028.5588009293,6616738.34131076
473,1561947630.0,50.97424,6.96118,8,774915.01292032,6616738.34131076
474,1561947640.0,50.97423,6.95976,8,774756.9392433937,6616736.5734081
475,1561947650.0,50.9742,6.95881,8,774651.18572714,6616731.269702416
476,1561947660.0,50.97416,6.95703,8,774453.037033528,6616724.1981001645
477,1561947670.0,50.97416,6.95595,8,774332.8119834713,6616724.1981001645
478,1561947680.0,50.97421,6.95518,8,774247.0959755606,6616733.037603929
479,1561947690.0,50.97431,6.95434,8,774153.587603294,6616750.716640015
480,1561947700.0,50.97448,6.95348,8,774057.852841212,6616780.771088722
481,1561947710.0,50.97485,6.95205,8,773898.6659693775,6616846.1840927
482,1561947720.0,50.9752,6.95059,8,773736.1395128194,6616908.061738301
483,1561947730.0,50.97521,6.95042,8,773717.2151993846,6616909.829677886
484,1561947740.0,50.97519,6.94972,8,773639.2915558292,6616906.293799098
485,1561947750.0,50.97512,6.94871,8,773526.858870128,6616893.918235334
486,1561947760.0,50.9755,6.94774,8,773418.8789640585,6616961.100091439
487,1561947770.0,50.97572,6.94714,8,773352.0872695826,6616999.995101506
488,1561947780.0,50.97579,6.9469,8,773325.3705917923,6617012.370825171
489,1561947790.0,50.97584,6.94668,8,773300.8803038176,6617021.210639208
490,1561947800.0,50.97597,6.94668,8,773300.8803038176,6617044.194200254
491,1561947810.0,50.97649,6.9465,8,773280.8427954749,6617136.1290878635
492,1561947820.0,50.97746,6.9461,8,773236.3149991576,6617307.6257642405
493,1561947830.0,50.97866,6.94553,8,773172.8628894053,6617519.791558462
494,1561947840.0,50.97883,6.94546,8,773165.0705250498,6617549.84882272
495,1561947850.0,50.97898,6.94547,8,773166.1837199578,6617576.370029635
496,1561947860.0,50.97924,6.9455,8,773169.5233046815,6617622.340324582
497,1561947870.0,50.97942,6.94554,8,773173.9760843134,6617654.166064182
498,1561947880.0,50.9797,6.94562,8,773182.8816435768,6617703.673015463
499,1561947890.0,50.97971,6.94565,8,773186.2212283006,6617705.441126391
500,1561947900.0,50.97973,6.94569,8,773190.6740079323,6617708.977349383
501,1561947910.0,50.97976,6.94572,8,773194.0135926561,6617714.281686725
502,1561947920.0,50.97977,6.94572,8,773194.0135926561,6617716.049799932
503,1561947930.0,50.97989,6.94589,8,773212.937906091,6617737.267188151
504,1561947940.0,50.98026,6.94647,8,773277.503210751,6617802.687813689
505,1561947950.0,50.98032,6.94654,8,773285.2955751065,6617813.2966129035
506,1561947960.0,50.98035,6.94656,8,773287.5219649224,6617818.601017647
507,1561947970.0,50.98052,6.94654,8,773285.2955751065,6617848.659375958
508,1561947980.0,50.98062,6.94654,8,773285.2955751065,6617866.340814607
509,1561947990.0,50.98069,6.94655,8,773286.4087700145,6617878.717844325
510,1561948000.0,50.98074,6.9466,8,773291.9747445541,6617887.558591261
511,1561948010.0,50.98078,6.94665,8,773297.5407190938,6617894.631195664
512,1561948020.0,50.98081,6.94673,8,773306.4462783573,6617899.935652965
513,1561948030.0,50.98102,6.94732,8,773372.1247779253,6617937.066950039
514,1561948040.0,50.98131,6.94707,8,773344.294905227,6617988.343779251
515,1561948050.0,50.9818,6.94633,8,773261.9184820399,6618074.984666742
516,1561948060.0,50.98186,6.94624,8,773251.8997278686,6618085.593817848
517,1561947780.0,50.98292,6.94785,9,773431.1241080457,6618273.024414802
518,1561947790.0,50.98355,6.94777,9,773422.2185487823,6618384.423872643
519,1561947800.0,50.98372,6.94771,9,773415.5393793347,6618414.484302806
520,1561947810.0,50.98406,6.94752,9,773394.388676084,6618474.605493377
521,1561947820.0,50.98402,6.94741,9,773382.1435320968,6618467.5323892785
522,1561947830.0,50.98368,6.94761,9,773404.4074302554,6618407.411250514
523,1561947840.0,50.98356,6.94765,9,773408.8602098871,6618386.192130192
524,1561947850.0,50.98334,6.94768,9,773412.199794611,6618347.290552062
525,1561947860.0,50.98178,6.94783,9,773428.8977182299,6618071.448286088
526,1561947870.0,50.98151,6.94788,9,773434.4636927695,6618023.707296353
527,1561947880.0,50.98123,6.94789,9,773435.5768876775,6617974.198415067
528,1561947890.0,50.98035,6.94811,9,773460.067175652,6617818.601017647
529,1561947900.0,50.97928,6.94842,9,773494.5762177979,6617629.4127004985
530,1561947910.0,50.97857,6.94861,9,773515.7269210487,6617503.878933699
531,1561947920.0,50.97753,6.94906,9,773565.8206919056,6617320.00195164
532,1561947930.0,50.97619,6.94967,9,773633.7255812895,6617083.0896039875
533,1561947940.0,50.97592,6.94984,9,773652.6498947244,6617035.35436147
534,1561947950.0,50.97583,6.94994,9,773663.7818438037,6617019.44267564
535,1561947960.0,50.97521,6.9502,9,773692.7249114099,6616909.829677886
536,1561947970.0,50.97484,6.95038,9,773712.7624197528,6616844.416166818
537,1561947980.0,50.9742,6.95061,9,773738.3659026353,6616731.269702416
538,1561947990.0,50.97351,6.95091,9,773771.7617498732,6616609.285417254
539,1561948000.0,50.97293,6.95116,9,773799.5916225715,6616506.749304202
540,1561948010.0,50.97268,6.95125,9,773809.6103767429,6616462.553098685
541,1561948020.0,50.97248,6.95135,9,773820.7423258221,6616427.196305564
542,1561948030.0,50.97213,6.9515,9,773837.4402494412,6616365.322283978
543,1561948040.0,50.9717,6.9517,9,773859.7041475999,6616289.306267214
544,1561948050.0,50.97088,6.95206,9,773899.7791642855,6616144.347441787
545,1561948060.0,50.96961,6.95258,9,773957.6652994979,6615919.84309269
546,1561948070.0,50.96909,6.95279,9,773981.0423925646,6615827.921823386
547,1561948080.0,50.96889,6.95286,9,773988.8347569201,6615792.567763053
548,1561948090.0,50.96867,6.9529,9,773993.2875365517,6615753.678472515
549,1561948100.0,50.96746,6.95321,9,774027.7965786977,6615539.790666928
550,1561948110.0,50.9666,6.95339,9,774047.8340870405,6615387.774622051
551,1561948120.0,50.9659,6.95353,9,774063.4188157516,6615264.042709687
552,1561948130.0,50.96542,6.95358,9,774068.9847902912,6615179.199047369
553,1561948140.0,50.96527,6.95361,9,774072.3243750151,6615152.685582683
554,1561948150.0,50.96475,6.95372,9,774084.5695190022,6615060.772901238
555,1561948160.0,50.96442,6.95376,9,774089.0222986339,6615002.444233181
556,1561948170.0,50.96417,6.9538,9,774093.4750782658,6614958.2561241295
557,1561948180.0,50.96327,6.95404,9,774120.1917560562,6614799.180900435
558,1561948190.0,50.96298,6.95408,9,774124.6445356879,6614747.923984832
559,1561948200.0,50.96258,6.9542,9,774138.0028745831,6614677.225315896
560,1561948210.0,50.96184,6.95436,9,774155.81399311,6614546.4343830235
561,1561948220.0,50.96157,6.95443,9,774163.6063574655,6614498.713885676
562,1561948230.0,50.96132,6.95447,9,774168.0591370972,6614454.528487252
563,1561948240.0,50.96093,6.9545,9,774171.3987218211,6614385.599740453
564,1561948250.0,50.96063,6.95449,9,774170.2855269131,6614332.578021246
565,1561948260.0,50.96016,6.9545,9,774171.3987218211,6614249.511349464
566,1561948270.0,50.96005,6.95448,9,774169.1723320052,6614230.070334857
567,1561948280.0,50.95983,6.9545,9,774171.3987218211,6614191.188443718
568,1561948290.0,50.95939,6.95464,9,774186.9834505322,6614113.425213742
569,1561948300.0,50.95886,6.95487,9,774212.5869334145,6614019.75684627
570,1561948310.0,50.95814,6.95522,9,774251.5487551922,6613892.510964294
571,1561948320.0,50.95751,6.95555,9,774288.2841871539,6613781.172434947
572,1561948330.0,50.95687,6.95583,9,774319.4536445761,6613668.068172984
573,1561948340.0,50.95603,6.95622,9,774362.8682459855,6613519.621193148
574,1561948350.0,50.95519,6.95666,9,774411.8488219345,6613371.1768966345
575,1561948360.0,50.95432,6.9571,9,774460.8293978835,6613217.433846761
576,1561948370.0,50.95412,6.95718,9,774469.734957147,6613182.091023775
577,1561948380.0,50.95399,6.95722,9,774474.1877367788,6613159.118270399
578,1561948390.0,50.95383,6.95735,9,774488.6592705819,6613130.844200621
579,1561948400.0,50.95289,6.95726,9,774478.6405164105,6612964.736006467
580,1561948410.0,50.95172,6.9571,9,774460.8293978835,6612757.989011253
581,1561948420.0,50.95125,6.95705,9,774455.2634233439,6612674.9382647965
582,1561948430.0,50.95113,6.95703,9,774453.037033528,6612653.733953482
583,1561948440.0,50.95102,6.95697,9,774446.3578640805,6612634.296716199
584,1561948450.0,50.95087,6.95689,9,774437.4523048169,6612607.791466773
585,1561948460.0,50.95074,6.95684,9,774431.8863302773,6612584.820319791
586,1561948470.0,50.95065,6.95669,9,774415.1884066582,6612568.917255675
587,1561948480.0,50.95054,6.95651,9,774395.1508983155,6612549.480219122
588,1561948490.0,50.95049,6.9564,9,774382.9057543284,6612540.645217717
589,1561948500.0,50.95033,6.95603,9,774341.7175427348,6612512.373277089
590,1561948510.0,50.95005,6.95524,9,774253.7751450081,6612462.89761517
591,1561948520.0,50.94985,6.95461,9,774183.6438658083,6612427.5580391325
592,1561948530.0,50.94982,6.95445,9,774165.8327472814,6612422.257115846
593,1561948540.0,50.94935,6.9531,9,774015.5514347104,6612339.209764311
594,1561948550.0,50.94922,6.95272,9,773973.2500282091,6612316.239368525
595,1561948560.0,50.9487,6.95127,9,773811.8367665588,6612224.358427827
596,1561948570.0,50.94859,6.95116,9,773799.5916225715,6612204.922206702
597,1561948580.0,50.94851,6.9511,9,773792.912453124,6612190.786802044
598,1561948590.0,50.94842,6.95109,9,773791.7992582159,6612174.884500887
599,1561948600.0,50.9484,6.95111,9,773794.0256480318,6612171.350660367
600,1561948610.0,50.94847,6.95129,9,773814.0631563746,6612183.7191088395
601,1561948620.0,50.94881,6.95225,9,773920.9298675363,6612243.794694947
602,1561948630.0,50.94903,6.95287,9,773989.947951828,6612282.6673671715
