tick,trip_no,lat,lng,step_to_next,mercato_x,mercato_y
1561947380.0,1,50.92311,6.92421,10.0,770799.5313456928,6607704.025304889
1561947380.0,5,50.92813,6.95225,13.0,773920.9298675363,6608590.584675528
1561947384.0,4,50.96109,7.00506,7.0,779799.712176329,6614413.878130683
1561947390.0,1,50.92282,6.9234,10.0,770709.3625581502,6607652.8126465175
1561947391.0,4,50.961,7.0051,7.0,779804.1649559606,6614397.971524196
1561947393.0,5,50.92857,6.95097,13.0,773778.4409193208,6608668.295634915
1561947398.0,4,50.96093,7.00504,7.0,779797.4857865131,6614385.599740453
1561947400.0,1,50.92269,6.92306,10.0,770671.5139312806,6607629.855351558
1561947405.0,4,50.96083,7.00501,7.0,779794.1462017894,6614367.925796012
1561947406.0,5,50.92881,6.95022,13.0,773694.9513012258,6608710.683740773
1561947410.0,1,50.92242,6.92233,10.0,770590.2507030014,6607582.175020841
1561947412.0,4,50.9607,7.00518,7.0,779813.0705152241,6614344.949725105
1561947419.0,4,50.96035,7.00547,7.0,779845.3531675542,6614283.09139219
1561947419.0,5,50.9288,6.95018,13.0,773690.4985215941,6608708.917565325
1561947420.0,1,50.92224,6.92181,10.0,770532.3645677889,6607550.3882874185
1561947420.0,6,50.98433,6.94733,12.0,773373.2379728333,6618522.349105438
1561947426.0,4,50.96001,7.00572,7.0,779873.1830402525,6614223.00088641
1561947430.0,1,50.92197,6.92101,10.0,770443.3089751543,6607502.708417865
1561947432.0,5,50.92877,6.95015,13.0,773687.1589368703,6608703.619041273
1561947432.0,6,50.98406,6.94752,12.0,773394.388676084,6618474.605493377
1561947433.0,4,50.95913,7.00631,7.0,779938.8615398206,6614067.474560345
1561947440.0,1,50.92147,6.91968,10.0,770295.2540523992,6607414.413093768
1561947440.0,4,50.95877,7.00649,7.0,779958.8990481633,6614003.851003194
1561947444.0,6,50.98404,6.94747,12.0,773388.8227015444,6618471.068940566
1561947445.0,5,50.92896,6.94974,13.0,773641.5179456451,6608737.1764179915
1561947447.0,4,50.9583,7.0067,7.0,779982.27614123,6613920.787656561
1561947450.0,1,50.92128,6.91907,10.0,770227.3491630154,6607380.861119402
1561947454.0,4,50.95813,7.00676,7.0,779988.9553106775,6613890.743674257
1561947456.0,6,50.98402,6.94741,12.0,773382.1435320968,6618467.5323892785
1561947458.0,5,50.92945,6.95042,13.0,773717.2151993846,6608823.7197589595
1561947460.0,1,50.92055,6.91636,10.0,769925.6733429655,6607251.952176558
1561947461.0,4,50.95796,7.00678,7.0,779991.1817004934,6613860.699801876
1561947468.0,4,50.95785,7.00678,7.0,779991.1817004934,6613841.2597077275
1561947468.0,6,50.98394,6.94747,12.0,773388.8227015444,6618453.386199365
1561947470.0,1,50.92037,6.91563,10.0,769844.4101146865,6607220.1667206595
1561947471.0,5,50.9299,6.95106,13.0,773788.4596734922,6608903.199140491
1561947475.0,4,50.95776,7.00673,7.0,779985.6157259537,6613825.354210381
1561947480.0,6,50.98375,6.94758,12.0,773401.0678455316,6618419.789096029
1561947480.0,7,50.95083,6.95846,8.0,774612.2239053623,6612600.723414703
1561947482.0,4,50.95767,7.00669,7.0,779981.162946322,6613809.448743841
1561947484.0,5,50.92963,6.95152,13.0,773839.6666392571,6608855.511419302
1561947488.0,7,50.95084,6.9576,8.0,774516.4891432802,6612602.490427149
1561947489.0,4,50.95761,7.00669,7.0,779981.162946322,6613798.845116594
1561947492.0,6,50.98356,6.94765,12.0,773408.8602098871,6618386.192130192
1561947496.0,4,50.95757,7.00671,7.0,779983.3893361379,6613791.77603937
1561947496.0,7,50.95094,6.95757,8.0,774513.1495585564,6612620.160572522
1561947503.0,4,50.95714,7.00721,7.0,780039.0490815345,6613715.783843531
1561947504.0,6,50.98322,6.94769,12.0,773413.3129895187,6618326.07158714
1561947504.0,7,50.95093,6.95744,8.0,774498.6780247533,6612618.393556276
1561947510.0,4,50.95708,7.0074,7.0,780060.1997847852,6613705.180337226
1561947512.0,7,50.951,6.95723,8.0,774475.3009316867,6612630.762678
1561947516.0,6,50.98178,6.94783,12.0,773428.8977182299,6618071.448286088
1561947517.0,4,50.95708,7.00746,7.0,780066.8789542328,6613705.180337226
1561947520.0,7,50.95113,6.95703,8.0,774453.037033528,6612653.733953482
1561947524.0,4,50.9565,7.00875,7.0,780210.4810973561,6613602.680482145
1561947528.0,6,50.98151,6.94788,12.0,773434.4636927695,6618023.707296353
1561947528.0,7,50.95125,6.95705,8.0,774455.2634233439,6612674.9382647965
1561947531.0,4,50.95578,7.01038,7.0,780391.9318673491,6613475.441062536
1561947536.0,7,50.95186,6.95712,8.0,774463.0557876994,6612782.727693821
1561947538.0,4,50.95554,7.01089,7.0,780448.7048076538,6613433.028360759
1561947540.0,6,50.98123,6.94789,12.0,773435.5768876775,6617974.198415067
1561947544.0,7,50.95289,6.95726,8.0,774478.6405164105,6612964.736006467
1561947545.0,4,50.95537,7.01131,7.0,780495.458993787,6613402.986162858
1561947552.0,4,50.95527,7.01156,7.0,780523.2888664852,6613385.314333082
1561947552.0,6,50.98065,6.94803,12.0,773451.1616163886,6617871.645253631
1561947552.0,7,50.95383,6.95735,8.0,774488.6592705819,6613130.844200621
1561947559.0,4,50.95508,7.01194,7.0,780565.5902729867,6613351.737961263
1561947560.0,7,50.95394,6.95735,8.0,774488.6592705819,6613150.282613136
1561947564.0,6,50.98018,6.94816,12.0,773465.6331501916,6617788.542769395
1561947566.0,4,50.95502,7.01213,7.0,780586.7409762375,6613341.1349249985
1561947568.0,7,50.95412,6.9573,8.0,774483.0932960422,6613182.091023775
1561947573.0,4,50.955,7.01222,7.0,780596.7597304088,6613337.600582622
1561947576.0,6,50.97857,6.94861,12.0,773515.7269210487,6617503.878933699
1561947576.0,7,50.95521,6.9568,8.0,774427.4335506456,6613374.711253466
1561947580.0,4,50.95498,7.01235,7.0,780611.2312642118,6613334.066241764
1561947584.0,7,50.95551,6.95752,8.0,774507.5835840168,6613427.726788436
1561947587.0,4,50.95489,7.01233,7.0,780609.0048743961,6613318.161726727
1561947588.0,6,50.97736,6.94914,12.0,773574.7262511691,6617289.945528883
1561947592.0,7,50.9556,6.95762,8.0,774518.7155330961,6613443.631515666
1561947594.0,4,50.95481,7.01231,7.0,780606.7784845802,6613304.024405882
1561947600.0,6,50.97619,6.94967,12.0,773633.7255812895,6617083.0896039875
1561947600.0,7,50.95568,6.95765,8.0,774522.0551178199,6613457.769076843
1561947600.0,8,50.97458,6.96283,10.0,775098.6900801291,6616798.450227594
1561947601.0,4,50.95468,7.01229,7.0,780604.5520947643,6613281.051311423
1561947608.0,4,50.95454,7.01231,7.0,780606.7784845802,6613256.311127714
1561947608.0,7,50.95616,6.95762,8.0,774518.7155330961,6613542.594954994
1561947610.0,8,50.97425,6.96282,10.0,775097.5768852211,6616740.109213795
1561947612.0,6,50.97592,6.94984,12.0,773652.6498947244,6617035.35436147
1561947615.0,4,50.95446,7.01236,7.0,780612.3444591198,6613242.173913346
1561947616.0,7,50.95674,6.95766,8.0,774523.1683127277,6613645.094060118
1561947620.0,8,50.97424,6.9622,10.0,775028.5588009293,6616738.34131076
1561947622.0,4,50.9544,7.01248,7.0,780625.7027980151,6613231.571018538
1561947624.0,6,50.97583,6.94994,12.0,773663.7818438037,6617019.44267564
1561947624.0,7,50.9573,6.95772,8.0,774529.8474821754,6613744.059927276
1561947629.0,4,50.95439,7.01261,7.0,780640.1743318181,6613229.803870734
1561947630.0,8,50.97424,6.96118,10.0,774915.01292032,6616738.34131076
1561947632.0,7,50.95766,6.95779,8.0,774537.639846531,6613807.681471679
1561947636.0,4,50.95432,7.01368,7.0,780759.2861869669,6613217.433846761
1561947636.0,6,50.97521,6.9502,12.0,773692.7249114099,6616909.829677886
1561947640.0,7,50.95783,6.95783,8.0,774542.0926261627,6613837.725150098
1561947640.0,8,50.97423,6.95976,10.0,774756.9392433937,6616736.5734081
1561947643.0,4,50.95432,7.01375,7.0,780767.0785513226,6613217.433846761
1561947648.0,6,50.97484,6.95038,12.0,773712.7624197528,6616844.416166818
1561947648.0,7,50.9582,6.95786,8.0,774545.4322108864,6613903.114712481
1561947650.0,4,50.95422,7.01374,7.0,780765.9653564147,6613199.762416255
1561947650.0,8,50.9742,6.95881,10.0,774651.18572714,6616731.269702416
1561947656.0,7,50.95994,6.95806,8.0,774567.6961090451,6614210.629366275
1561947657.0,4,50.95401,7.01373,7.0,780764.8521615067,6613162.652535967
1561947660.0,6,50.97438,6.95054,12.0,773730.5735382797,6616763.091987923
1561947660.0,8,50.97416,6.95703,10.0,774453.037033528,6616724.1981001645
1561947664.0,4,50.95357,7.01368,7.0,780759.2861869669,6613084.899044834
1561947664.0,7,50.95991,6.95858,8.0,774625.5822442576,6614205.327291924
1561947670.0,8,50.97416,6.95595,10.0,774332.8119834713,6616724.1981001645
1561947671.0,4,50.95334,7.01369,7.0,780760.399381875,6613044.255467444
1561947672.0,6,50.97403,6.95069,12.0,773747.2714618986,6616701.215434911
1561947672.0,7,50.95988,6.95958,8.0,774736.9017350508,6614200.025220991
1561947678.0,4,50.95323,7.01372,7.0,780763.7389665988,6613024.817305877
1561947680.0,7,50.95988,6.96014,8.0,774799.240649895,6614200.025220991
1561947680.0,8,50.97421,6.95518,10.0,774247.0959755606,6616733.037603929
1561947684.0,6,50.97315,6.95106,12.0,773788.4596734922,6616545.642161859
1561947685.0,4,50.9531,7.01379,7.0,780771.5313309543,6613001.84499244
1561947688.0,7,50.95989,6.96024,8.0,774810.3725989744,6614201.79257759
1561947690.0,8,50.97431,6.95434,10.0,774153.587603294,6616750.716640015
1561947696.0,6,50.97268,6.95125,12.0,773809.6103767429,6616462.553098685
1561947696.0,7,50.95986,6.96033,8.0,774820.3913531458,6614196.49050894
1561947700.0,8,50.97448,6.95348,10.0,774057.852841212,6616780.771088722
1561947704.0,7,50.95967,6.96073,8.0,774864.9191494631,6614162.910820344
1561947708.0,6,50.97239,6.95139,12.0,773825.195105454,6616411.285798335
1561947710.0,8,50.97485,6.95205,10.0,773898.6659693775,6616846.1840927
1561947712.0,7,50.95963,6.96081,8.0,774873.8247087266,6614155.841429714
1561947720.0,7,50.95961,6.96083,8.0,774876.0510985424,6614152.306736682
1561947720.0,8,50.9752,6.95059,10.0,773736.1395128194,6616908.061738301
1561947728.0,7,50.95961,6.96115,8.0,774911.6733355963,6614152.306736682
1561947730.0,8,50.97521,6.95042,10.0,773717.2151993846,6616909.829677886
1561947736.0,7,50.9596,6.96145,8.0,774945.0691828342,6614150.539390737
1561947740.0,8,50.97519,6.94972,10.0,773639.2915558292,6616906.293799098
1561947744.0,7,50.95992,6.96148,8.0,774948.408767558,6614207.094649659
1561947750.0,8,50.97512,6.94871,10.0,773526.858870128,6616893.918235334
1561947752.0,7,50.9607,6.96153,8.0,774953.9747420978,6614344.949725105
1561947760.0,7,50.96111,6.96155,8.0,774956.2011319136,6614417.41293631
1561947760.0,8,50.9755,6.94774,10.0,773418.8789640585,6616961.100091439
1561947768.0,7,50.96175,6.96149,8.0,774949.5219624661,6614530.52751976
1561947770.0,8,50.97572,6.94714,10.0,773352.0872695826,6616999.995101506
1561947776.0,7,50.96188,6.96149,8.0,774949.5219624661,6614553.504109915
1561947780.0,8,50.97579,6.9469,10.0,773325.3705917923,6617012.370825171
1561947780.0,9,50.98292,6.94785,10.0,773431.1241080457,6618273.024414802
1561947784.0,7,50.96227,6.96153,8.0,774953.9747420978,6614622.434266139
1561947790.0,8,50.97584,6.94668,10.0,773300.8803038176,6617021.210639208
1561947790.0,9,50.98355,6.94777,10.0,773422.2185487823,6618384.423872643
1561947792.0,7,50.96234,6.96164,8.0,774966.219886085,6614634.806406708
1561947800.0,7,50.96235,6.96171,8.0,774974.0122504405,6614636.573856886
1561947800.0,8,50.97597,6.94668,10.0,773300.8803038176,6617044.194200254
1561947800.0,9,50.98372,6.94771,10.0,773415.5393793347,6618414.484302806
1561947808.0,7,50.96268,6.96215,8.0,775022.9928263896,6614694.899926063
1561947810.0,8,50.97649,6.9465,10.0,773280.8427954749,6617136.1290878635
1561947810.0,9,50.98406,6.94752,10.0,773394.388676084,6618474.605493377
1561947816.0,7,50.96271,6.96218,8.0,775026.3324111134,6614700.202316535
1561947820.0,8,50.97746,6.9461,10.0,773236.3149991576,6617307.6257642405
1561947820.0,9,50.98402,6.94741,10.0,773382.1435320968,6618467.5323892785
1561947824.0,7,50.9628,6.96245,8.0,775056.3886736275,6614716.109508485
1561947830.0,8,50.97866,6.94553,10.0,773172.8628894053,6617519.791558462
1561947830.0,9,50.98368,6.94761,10.0,773404.4074302554,6618407.411250514
1561947832.0,7,50.96287,6.96285,8.0,775100.916469945,6614728.481790194
1561947840.0,7,50.96288,6.96333,8.0,775154.3498255257,6614730.24926053
1561947840.0,8,50.97883,6.94546,10.0,773165.0705250498,6617549.84882272
1561947840.0,9,50.98356,6.94765,10.0,773408.8602098871,6618386.192130192
1561947848.0,7,50.96291,6.96345,8.0,775167.7081644209,6614735.551673824
1561947850.0,8,50.97898,6.94547,10.0,773166.1837199578,6617576.370029635
1561947850.0,9,50.98334,6.94768,10.0,773412.199794611,6618347.290552062
1561947856.0,7,50.96298,6.96358,8.0,775182.1796982241,6614747.923984832
1561947860.0,8,50.97924,6.9455,10.0,773169.5233046815,6617622.340324582
1561947860.0,9,50.98178,6.94783,10.0,773428.8977182299,6618071.448286088
1561947864.0,7,50.96297,6.96379,8.0,775205.5567912905,6614746.1565106865
1561947870.0,8,50.97942,6.94554,10.0,773173.9760843134,6617654.166064182
1561947870.0,9,50.98151,6.94788,10.0,773434.4636927695,6618023.707296353
1561947872.0,7,50.96294,6.96403,8.0,775232.273469081,6614740.854090546
1561947880.0,7,50.96295,6.96428,8.0,775260.1033417792,6614742.6215635445
1561947880.0,8,50.9797,6.94562,10.0,773182.8816435768,6617703.673015463
1561947880.0,9,50.98123,6.94789,10.0,773435.5768876775,6617974.198415067
1561947888.0,7,50.96297,6.96439,8.0,775272.3484857664,6614746.1565106865
1561947890.0,8,50.97971,6.94565,10.0,773186.2212283006,6617705.441126391
1561947890.0,9,50.98035,6.94811,10.0,773460.067175652,6617818.601017647
1561947896.0,7,50.96328,6.96483,8.0,775321.3290617155,6614800.948385993
1561947900.0,8,50.97973,6.94569,10.0,773190.6740079323,6617708.977349383
1561947900.0,9,50.97928,6.94842,10.0,773494.5762177979,6617629.4127004985
1561947904.0,7,50.96345,6.96514,8.0,775355.8381038615,6614830.995698637
1561947910.0,8,50.97976,6.94572,10.0,773194.0135926561,6617714.281686725
1561947910.0,9,50.97857,6.94861,10.0,773515.7269210487,6617503.878933699
1561947912.0,7,50.96355,6.96536,8.0,775380.328391836,6614848.670639794
1561947920.0,7,50.9638,6.96521,8.0,775363.6304682171,6614892.858159127
1561947920.0,8,50.97977,6.94572,10.0,773194.0135926561,6617716.049799932
1561947920.0,9,50.97753,6.94906,10.0,773565.8206919056,6617320.00195164
1561947928.0,7,50.96403,6.96508,8.0,775349.1589344139,6614933.510886926
1561947930.0,8,50.97989,6.94589,10.0,773212.937906091,6617737.267188151
1561947930.0,9,50.97619,6.94967,10.0,773633.7255812895,6617083.0896039875
1561947936.0,7,50.96437,6.96502,8.0,775342.4797649663,6614993.606592347
1561947940.0,8,50.98026,6.94647,10.0,773277.503210751,6617802.687813689
1561947940.0,9,50.97592,6.94984,10.0,773652.6498947244,6617035.35436147
1561947944.0,7,50.96523,6.96488,8.0,775326.8950362552,6615145.61533989
1561947950.0,8,50.98032,6.94654,10.0,773285.2955751065,6617813.2966129035
1561947950.0,9,50.97583,6.94994,10.0,773663.7818438037,6617019.44267564
1561947952.0,7,50.96546,6.96482,8.0,775320.2158668076,6615186.26931908
1561947960.0,7,50.9656,6.96469,8.0,775305.7443330046,6615211.015318002
1561947960.0,8,50.98035,6.94656,10.0,773287.5219649224,6617818.601017647
1561947960.0,9,50.97521,6.9502,10.0,773692.7249114099,6616909.829677886
1561947968.0,7,50.96573,6.96459,8.0,775294.6123839252,6615233.993812352
1561947970.0,8,50.98052,6.94654,10.0,773285.2955751065,6617848.659375958
1561947970.0,9,50.97484,6.95038,10.0,773712.7624197528,6616844.416166818
1561947976.0,7,50.96579,6.96459,8.0,775294.6123839252,6615244.599292974
1561947980.0,8,50.98062,6.94654,10.0,773285.2955751065,6617866.340814607
1561947980.0,9,50.9742,6.95061,10.0,773738.3659026353,6616731.269702416
1561947984.0,7,50.96596,6.96463,8.0,775299.0651635568,6615274.648229113
1561947990.0,8,50.98069,6.94655,10.0,773286.4087700145,6617878.717844325
1561947990.0,9,50.97351,6.95091,10.0,773771.7617498732,6616609.285417254
1561947992.0,7,50.96672,6.96479,8.0,775316.8762820838,6615408.985994241
1561948000.0,7,50.96675,6.96478,8.0,775315.7630871759,6615414.288845853
1561948000.0,8,50.98074,6.9466,10.0,773291.9747445541,6617887.558591261
1561948000.0,9,50.97293,6.95116,10.0,773799.5916225715,6616506.749304202
1561948008.0,7,50.96685,6.96473,8.0,775310.1971126363,6615431.965042616
1561948010.0,8,50.98078,6.94665,10.0,773297.5407190938,6617894.631195664
1561948010.0,9,50.97268,6.95125,10.0,773809.6103767429,6616462.553098685
1561948016.0,7,50.96688,6.96472,8.0,775309.0839177283,6615437.2679090705
1561948020.0,8,50.98081,6.94673,10.0,773306.4462783573,6617899.935652965
1561948020.0,9,50.97248,6.95135,10.0,773820.7423258221,6616427.196305564
1561948024.0,7,50.96936,6.96493,8.0,775332.4610107949,6615875.650046309
1561948030.0,8,50.98102,6.94732,10.0,773372.1247779253,6617937.066950039
1561948030.0,9,50.97213,6.9515,10.0,773837.4402494412,6616365.322283978
1561948032.0,7,50.96954,6.96497,8.0,775336.9137904266,6615907.469015727
1561948040.0,7,50.97006,6.96502,8.0,775342.4797649663,6615999.391175598
1561948040.0,8,50.98131,6.94707,10.0,773344.294905227,6617988.343779251
1561948040.0,9,50.9717,6.9517,10.0,773859.7041475999,6616289.306267214
1561948048.0,7,50.97014,6.96503,8.0,775343.5929598742,6616013.533137692
1561948050.0,8,50.9818,6.94633,10.0,773261.9184820399,6618074.984666742
1561948050.0,9,50.97088,6.95206,10.0,773899.7791642855,6616144.347441787
1561948056.0,7,50.97021,6.96508,8.0,775349.1589344139,6616025.907374503
1561948060.0,8,50.98186,6.94624,10.0,773251.8997278686,6618085.593817848
1561948060.0,9,50.96961,6.95258,10.0,773957.6652994979,6615919.84309269
1561948064.0,7,50.97033,6.96519,8.0,775361.4040784012,6616047.12039528
1561948070.0,9,50.96909,6.95279,10.0,773981.0423925646,6615827.921823386
1561948072.0,7,50.97038,6.96521,8.0,775363.6304682171,6616055.959170118
1561948080.0,7,50.97049,6.96542,8.0,775387.0075612835,6616075.4045082405
1561948080.0,9,50.96889,6.95286,10.0,773988.8347569201,6615792.567763053
1561948088.0,7,50.97073,6.96521,8.0,775363.6304682171,6616117.8308603745
1561948090.0,9,50.96867,6.9529,10.0,773993.2875365517,6615753.678472515
1561948096.0,7,50.97083,6.9652,8.0,775362.5172733092,6616135.508571802
1561948100.0,9,50.96746,6.95321,10.0,774027.7965786977,6615539.790666928
1561948104.0,7,50.97114,6.9652,8.0,775362.5172733092,6616190.309719101
1561948110.0,9,50.9666,6.95339,10.0,774047.8340870405,6615387.774622051
1561948112.0,7,50.97171,6.96526,8.0,775369.1964427567,6616291.074073567
1561948120.0,7,50.97179,6.96436,8.0,775269.0089010427,6616305.216538066
1561948120.0,9,50.9659,6.95353,10.0,774063.4188157516,6615264.042709687
1561948130.0,9,50.96542,6.95358,10.0,774068.9847902912,6615179.199047369
1561948140.0,9,50.96527,6.95361,10.0,774072.3243750151,6615152.685582683
1561948150.0,9,50.96475,6.95372,10.0,774084.5695190022,6615060.772901238
1561948160.0,9,50.96442,6.95376,10.0,774089.0222986339,6615002.444233181
1561948170.0,9,50.96417,6.9538,10.0,774093.4750782658,6614958.2561241295
1561948180.0,9,50.96327,6.95404,10.0,774120.1917560562,6614799.180900435
1561948190.0,9,50.96298,6.95408,10.0,774124.6445356879,6614747.923984832
1561948200.0,9,50.96258,6.9542,10.0,774138.0028745831,6614677.225315896
1561948210.0,9,50.96184,6.95436,10.0,774155.81399311,6614546.4343830235
1561948220.0,9,50.96157,6.95443,10.0,774163.6063574655,6614498.713885676
1561948230.0,9,50.96132,6.95447,10.0,774168.0591370972,6614454.528487252
1561948240.0,9,50.96093,6.9545,10.0,774171.3987218211,6614385.599740453
1561948250.0,9,50.96063,6.95449,10.0,774170.2855269131,6614332.578021246
1561948260.0,9,50.96016,6.9545,10.0,774171.3987218211,6614249.511349464
1561948270.0,9,50.96005,6.95448,10.0,774169.1723320052,6614230.070334857
1561948280.0,9,50.95983,6.9545,10.0,774171.3987218211,6614191.188443718
1561948290.0,9,50.95939,6.95464,10.0,774186.9834505322,6614113.425213742
1561948300.0,9,50.95886,6.95487,10.0,774212.5869334145,6614019.75684627
1561948310.0,9,50.95814,6.95522,10.0,774251.5487551922,6613892.510964294
1561948320.0,9,50.95751,6.95555,10.0,774288.2841871539,6613781.172434947
1561948330.0,9,50.95687,6.95583,10.0,774319.4536445761,6613668.068172984
1561948340.0,9,50.95603,6.95622,10.0,774362.8682459855,6613519.621193148
1561948350.0,9,50.95519,6.95666,10.0,774411.8488219345,6613371.1768966345
1561948360.0,9,50.95432,6.9571,10.0,774460.8293978835,6613217.433846761
1561948370.0,9,50.95412,6.95718,10.0,774469.734957147,6613182.091023775
1561948380.0,9,50.95399,6.95722,10.0,774474.1877367788,6613159.118270399
1561948390.0,9,50.95383,6.95735,10.0,774488.6592705819,6613130.844200621
1561948400.0,9,50.95289,6.95726,10.0,774478.6405164105,6612964.736006467
1561948410.0,9,50.95172,6.9571,10.0,774460.8293978835,6612757.989011253
1561948420.0,9,50.95125,6.95705,10.0,774455.2634233439,6612674.9382647965
1561948430.0,9,50.95113,6.95703,10.0,774453.037033528,6612653.733953482
1561948440.0,9,50.95102,6.95697,10.0,774446.3578640805,6612634.296716199
1561948450.0,9,50.95087,6.95689,10.0,774437.4523048169,6612607.791466773
1561948460.0,9,50.95074,6.95684,10.0,774431.8863302773,6612584.820319791
1561948470.0,9,50.95065,6.95669,10.0,774415.1884066582,6612568.917255675
1561948480.0,9,50.95054,6.95651,10.0,774395.1508983155,6612549.480219122
1561948490.0,9,50.95049,6.9564,10.0,774382.9057543284,6612540.645217717
1561948500.0,9,50.95033,6.95603,10.0,774341.7175427348,6612512.373277089
1561948510.0,9,50.95005,6.95524,10.0,774253.7751450081,6612462.89761517
1561948520.0,9,50.94985,6.95461,10.0,774183.6438658083,6612427.5580391325
1561948530.0,9,50.94982,6.95445,10.0,774165.8327472814,6612422.257115846
1561948540.0,9,50.94935,6.9531,10.0,774015.5514347104,6612339.209764311
1561948550.0,9,50.94922,6.95272,10.0,773973.2500282091,6612316.239368525
1561948560.0,9,50.9487,6.95127,10.0,773811.8367665588,6612224.358427827
1561948570.0,9,50.94859,6.95116,10.0,773799.5916225715,6612204.922206702
1561948580.0,9,50.94851,6.9511,10.0,773792.912453124,6612190.786802044
1561948590.0,9,50.94842,6.95109,10.0,773791.7992582159,6612174.884500887
1561948600.0,9,50.9484,6.95111,10.0,773794.0256480318,6612171.350660367
1561948610.0,9,50.94847,6.95129,10.0,773814.0631563746,6612183.7191088395
1561948620.0,9,50.94881,6.95225,10.0,773920.9298675363,6612243.794694947
1561948630.0,9,50.94903,6.95287,10.0,773989.947951828,6612282.6673671715
